id	code	name	download_link	notes	filename	platform	n_details	ancestry_details	consortium	permissions	assembly	uk_biobank	ancestry	dependent_variable	sex	n_cases	n_controls	n_total	time_created	time_updated	reference_id	phenotype_id	category_id	category_name	phenotype	phenotype_type	pmid	year
321	GLYC27	OGTT: corrected insulin response adj. for insulin sensitivity (ISI)	ftp://ftp.sanger.ac.uk/pub/magic/MAGIC_InsulinSecretion_data_release_May2014.zip	NA	MAGIC_INSULIN_SECRETION_CIR_ISI_for_release_HMrel27.txt.gz	NA	NA	European	MAGIC	FREE	NA	no	EUR	continuous	both	NA	NA	4789	2019-02-05 16:38:00	2019-02-05 16:38:00	40	226	9	metabolism: glucose	glucose stimul. insulin secret. CIRadjISI	biomarker	24699409	2014
322	GLYC28	OGTT: ratio between area under the insulin and glucose curves (AUC ins/AUC gluc)	ftp://ftp.sanger.ac.uk/pub/magic/MAGIC_InsulinSecretion_data_release_May2014.zip	NA	MAGIC_INSULIN_SECRETION_AUCins_AUCgluc_for_release_HMrel27.txt.gz	NA	NA	European	MAGIC	FREE	NA	no	EUR	continuous	both	NA	NA	4213	2019-02-05 16:38:00	2019-02-05 16:38:00	40	223	9	metabolism: glucose	glucose stimul. insulin secret. AUC Ins/Gluc	biomarker	24699409	2014
323	GLYC29	OGTT: disposition index	ftp://ftp.sanger.ac.uk/pub/magic/MAGIC_InsulinSecretion_data_release_May2014.zip	NA	MAGIC_INSULIN_SECRETION_DI_for_release_HMrel27.txt.gz	NA	NA	European	MAGIC	FREE	NA	no	EUR	continuous	both	NA	NA	5130	2019-02-05 16:38:00	2019-02-05 16:38:00	40	227	9	metabolism: glucose	glucose stimul. insulin secret. DI	biomarker	24699409	2014
324	GLYC30	OGTT: insulin level at 30 min of OGTT	ftp://ftp.sanger.ac.uk/pub/magic/MAGIC_InsulinSecretion_data_release_May2014.zip	NA	MAGIC_INSULIN_SECRETION_Ins30_for_release_HMrel27.txt.gz	NA	NA	European	MAGIC	FREE	NA	no	EUR	continuous	both	NA	NA	4447	2019-02-05 16:38:00	2019-02-05 16:38:00	40	229	9	metabolism: glucose	glucose stimul. insulin secret. Increm30	biomarker	24699409	2014
325	GLYC31	OGTT: incremental insulin at 30 min of OGTT	ftp://ftp.sanger.ac.uk/pub/magic/MAGIC_InsulinSecretion_data_release_May2014.zip	NA	MAGIC_INSULIN_SECRETION_Incr30_for_release_HMrel27.txt.gz	NA	NA	European	MAGIC	FREE	NA	no	EUR	continuous	both	NA	NA	4483	2019-02-05 16:38:00	2019-02-05 16:38:00	40	230	9	metabolism: glucose	glucose stimul. insulin secret. Ins30	biomarker	24699409	2014
326	GLYC32	OGTT: insulin level at 30 min of OGTT adj. for BMI	ftp://ftp.sanger.ac.uk/pub/magic/MAGIC_InsulinSecretion_data_release_May2014.zip	NA	MAGIC_INSULIN_SECRETION_Ins30_BMI_for_release_HMrel27.txt.gz	NA	NA	European	MAGIC	FREE	NA	no	EUR	continuous	both	NA	NA	4409	2019-02-05 16:38:00	2019-02-05 16:38:00	40	231	9	metabolism: glucose	glucose stimul. insulin secret. Ins30adjBMI	biomarker	24699409	2014
327	GLYC33	OGTT: area under the insulin curve (AUC ins)	ftp://ftp.sanger.ac.uk/pub/magic/MAGIC_InsulinSecretion_data_release_May2014.zip	NA	MAGIC_INSULIN_SECRETION_AUCins_for_release_HMrel27.txt.gz	NA	NA	European	MAGIC	FREE	NA	no	EUR	continuous	both	NA	NA	4324	2019-02-05 16:38:00	2019-02-05 16:38:00	40	224	9	metabolism: glucose	glucose stimul. insulin secret. AUCIns	biomarker	24699409	2014
328	GLYC34	OGTT: insulin sensitivity in non-diabetic individuals	ftp://ftp.sanger.ac.uk/pub/magic/MAGIC_InsulinSecretion_data_release_May2014.zip	NA	MAGIC_INSULIN_SECRETION_ISI_for_release_HMrel27.txt.gz	NA	NA	European	MAGIC	FREE	NA	no	EUR	continuous	both	NA	NA	4769	2019-02-05 16:38:00	2019-02-05 16:38:00	40	228	9	metabolism: glucose	glucose stimul. insulin secret. ISI nonDM	biomarker	24699409	2014
329	GLYC35	Fasting glucose (BMI-adjusted)	ftp://ftp.sanger.ac.uk/pub/magic/MAGIC_Manning_et_al_FastingGlucose_MainEffect.txt.gz	NA	MAGIC_Manning_et_al_FastingGlucose_MainEffect.txt.gz	NA	NA	European	MAGIC	FREE	NA	no	EUR	continuous	both	NA	NA	58074	2019-02-05 16:38:00	2019-02-05 16:38:00	20	218	9	metabolism: glucose	fasting glucose adj. BMI	biomarker	22581228	2012
330	GLYC36	Fasting insulin (BMI-adjusted)	ftp://ftp.sanger.ac.uk/pub/magic/MAGIC_Manning_et_al_lnFastingInsulin_MainEffect.txt.gz	NA	MAGIC_Manning_et_al_lnFastingInsulin_MainEffect.txt.gz	NA	NA	European	MAGIC	FREE	NA	no	EUR	continuous	both	NA	NA	51750	2019-02-05 16:38:00	2019-02-05 16:38:00	20	220	9	metabolism: glucose	fasting insulin adj. BMI	biomarker	22581228	2012
331	GLYC37	IVGTT: AIR	http://www.t2diabetesgenes.org/datasets/Wood_et_al_2017_AIR.txt.gz	NA	Wood_et_al_2017_AIR.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	5567	2019-02-05 16:38:00	2019-02-05 16:38:00	109	209	9	metabolism: glucose	acute insulin response	biomarker	28490609	2017
332	GLYC38	IVGTT: AIR BMI- & insulin sensitivity (SI)-adjusted	http://www.t2diabetesgenes.org/datasets/Wood_et_al_2017_AIR_adj_BMI+SI.txt.gz	NA	Wood_et_al_2017_AIR_adj_BMI+SI.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	5567	2019-02-05 16:38:00	2019-02-05 16:38:00	109	210	9	metabolism: glucose	acute insulin response adj. BMI SI	biomarker	28490609	2017
333	GLYC39	IVGTT: AIR insulin sensitivity (SI)-adjusted	http://www.t2diabetesgenes.org/datasets/Wood_et_al_2017_AIR_adj_SI.txt.gz	NA	Wood_et_al_2017_AIR_adj_SI.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	5567	2019-02-05 16:38:00	2019-02-05 16:38:00	109	211	9	metabolism: glucose	acute insulin response adj. SI	biomarker	28490609	2017
334	GLYC40	IVGTT: Peak	http://www.t2diabetesgenes.org/datasets/Wood_et_al_2017_PEAK.txt.gz	NA	Wood_et_al_2017_PEAK.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	5567	2019-02-05 16:38:00	2019-02-05 16:38:00	109	239	9	metabolism: glucose	peak insulin response	biomarker	28490609	2017
335	GLYC41	IVGTT: Peak BMI- & insulin sensitivity (SI)-adjusted	http://www.t2diabetesgenes.org/datasets/Wood_et_al_2017_PEAK_adj_BMI+SI.txt.gz	NA	Wood_et_al_2017_PEAK_adj_BMI+SI.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	5567	2019-02-05 16:38:00	2019-02-05 16:38:00	109	240	9	metabolism: glucose	peak insulin response adj. BMI SI	biomarker	28490609	2017
336	GLYC42	IVGTT: Peak insulin sensitivity (SI)-adjusted	http://www.t2diabetesgenes.org/datasets/Wood_et_al_2017_PEAK_adj_SI.txt.gz	NA	Wood_et_al_2017_PEAK_adj_SI.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	5567	2019-02-05 16:38:00	2019-02-05 16:38:00	109	241	9	metabolism: glucose	peak insulin response adj. SI	biomarker	28490609	2017
337	GLYC43	IVGTT: DI	http://www.t2diabetesgenes.org/datasets/Wood_et_al_2017_DI.txt.gz	NA	Wood_et_al_2017_DI.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	5567	2019-02-05 16:38:00	2019-02-05 16:38:00	109	215	9	metabolism: glucose	disposition index	biomarker	28490609	2017
338	GLYC44	IVGTT: DI BMI-adjusted	http://www.t2diabetesgenes.org/datasets/Wood_et_al_2017_DI_adj_BMI.txt.gz	NA	Wood_et_al_2017_DI_adj_BMI.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	5567	2019-02-05 16:38:00	2019-02-05 16:38:00	109	216	9	metabolism: glucose	disposition index adj. BMI	biomarker	28490609	2017
339	GLYC45	IVGTT: ISR	http://www.t2diabetesgenes.org/datasets/Wood_et_al_2017_ISR.txt.gz	NA	Wood_et_al_2017_ISR.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	5567	2019-02-05 16:38:00	2019-02-05 16:38:00	109	234	9	metabolism: glucose	insulin secretion rate	biomarker	28490609	2017
340	GLYC46	IVGTT: ISR BMI-adjusted	http://www.t2diabetesgenes.org/datasets/Wood_et_al_2017_ISR_adj_BMI.txt.gz	NA	Wood_et_al_2017_ISR_adj_BMI.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	5567	2019-02-05 16:38:00	2019-02-05 16:38:00	109	235	9	metabolism: glucose	insulin secretion rate adj. BMI	biomarker	28490609	2017
341	GOUT01	Gout	http://metabolomics.helmholtz-muenchen.de/gugc/GUGC_MetaAnalysis_Results_Gout.csv.zip	NA	GUGC_MetaAnalysis_Results_Gout.csv.gz	NA	NA	European	HELMHOLTZ METABOLOMICS	FREE	NA	no	EUR	binary	both	2115	67259	69374	2019-02-05 16:38:00	2019-02-05 16:38:00	25	359	11	metabolism: other	gout	disorder	23263486	2013
342	GROW01	Pubertal growth: single height measurement at age 10 in girls and 12 in boys	http://egg-consortium.org/downloads/Pubertal_growth_10F_12M_combined.txt.gz	NA	Pubertal_growth_10F_12M_combined.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	both	NA	NA	13960	2019-02-05 16:38:00	2019-02-05 16:38:00	27	110	1	anthropometric	pubertal growth age 10 girls age 12 boys	trait	23449627	2013
343	GROW01F	Pubertal growth: single height measurement at age 10 in girls	http://egg-consortium.org/downloads/Pubertal_growth_10F.txt.gz	NA	Pubertal_growth_10F.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	female	NA	NA	6974	2019-02-05 16:38:00	2019-02-05 16:38:00	27	109	1	anthropometric	pubertal growth age 10	trait	23449627	2013
344	GROW01M	Pubertal growth: single height measurement at age 12 in boys	http://egg-consortium.org/downloads/Pubertal_growth_12M.txt.gz	NA	Pubertal_growth_12M.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	male	NA	NA	6986	2019-02-05 16:38:00	2019-02-05 16:38:00	27	111	1	anthropometric	pubertal growth age 12	trait	23449627	2013
345	GROW02	Pubertal growth: standardized difference in height between age 14 and adult in males and females	http://egg-consortium.org/downloads/Pubertal_growth_PTF_PTM_combined.txt.gz	NA	Pubertal_growth_PTF_PTM_combined.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	both	NA	NA	9228	2019-02-05 16:38:00	2019-02-05 16:38:00	27	112	1	anthropometric	pubertal growth age 14-adult	trait	23449627	2013
346	GROW02F	Pubertal growth: standardized difference in height between age 14 and adult in females	http://egg-consortium.org/downloads/Pubertal_growth_PTF.txt.gz	NA	Pubertal_growth_PTF.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	female	NA	NA	4946	2019-02-05 16:38:00	2019-02-05 16:38:00	27	112	1	anthropometric	pubertal growth age 14-adult	trait	23449627	2013
347	GROW02M	Pubertal growth: standardized difference in height between age 14 and adult in males	http://egg-consortium.org/downloads/Pubertal_growth_PTM.txt.gz	NA	Pubertal_growth_PTM.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	male	NA	NA	4282	2019-02-05 16:38:00	2019-02-05 16:38:00	27	112	1	anthropometric	pubertal growth age 14-adult	trait	23449627	2013
348	GROW03	Pubertal growth: standardized difference in height between age 8 and adult in males and females	http://egg-consortium.org/downloads/Pubertal_growth_PGF_PGM_combined.txt.gz	NA	Pubertal_growth_PGF_PGM_combined.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	both	NA	NA	10799	2019-02-05 16:38:00	2019-02-05 16:38:00	27	113	1	anthropometric	pubertal growth age 8-adult	trait	23449627	2013
349	GROW03F	Pubertal growth: standardized difference in height between age 8 and adult in females	http://egg-consortium.org/downloads/Pubertal_growth_PGF.txt.gz	NA	Pubertal_growth_PGF.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	female	NA	NA	5756	2019-02-05 16:38:00	2019-02-05 16:38:00	27	113	1	anthropometric	pubertal growth age 8-adult	trait	23449627	2013
350	GROW03M	Pubertal growth: standardized difference in height between age 8 and adult in males	http://egg-consortium.org/downloads/Pubertal_growth_PGM.txt.gz	NA	Pubertal_growth_PGM.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	male	NA	NA	5043	2019-02-05 16:38:00	2019-02-05 16:38:00	27	113	1	anthropometric	pubertal growth age 8-adult	trait	23449627	2013
754	HDLP01	High Density Lipoprotein (HDL)	http://csg.sph.umich.edu/willer/public/lipids2013/	JOINT ANALYSIS OF METABOCHIP AND GWAS DATA	jointGwasMc_HDL.txt.gz				Global Lipids Genetics Consortium	FREE	GRCh37/hg19	no	MIX	continuous	both	NA	NA	187167	2021-05-26 19:21:59	2021-05-26 19:21:59	157	460	3	blood	High Density Lipoprotein (HDL)	trait	24097068	2013
351	HEAD01	Infant Head Circumference	http://egg-consortium.org/downloads/EGG_HC_DISCOVERY.txt.gz	NA	EGG_HC_DISCOVERY.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	both	NA	NA	10768	2019-02-05 16:38:00	2019-02-05 16:38:00	19	99	1	anthropometric	infant head circumference	trait	22504419	2012
352	HEAL01	Self-rated health	http://www.psy.ed.ac.uk/ccace/downloads/Harris2016_IJE_self_rated_health.zip	NA	Harris2016_UKB_self_rated_health_summary_results_10112016.txt.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	111483	2019-02-05 16:38:00	2019-02-05 16:38:00	97	169	7	mental and behavioural	health	trait	27864402	2016
353	HEAR01	Heart Rate	http://walker05.u.hpc.mssm.edu/META_STAGE1_GWASHR_SUMSTATS.txt	NA	META_STAGE1_GWASHR_SUMSTATS.txt.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	85787	2019-02-05 16:38:00	2019-02-05 16:38:00	30	94	4	circulatory	heart rate	trait	23583979	2013
354	HEIG01	Birth Length	http://egg-consortium.org/downloads/EGG-GWAS-BL.txt.gz	NA	EGG-GWAS-BL.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	both	NA	NA	28459	2019-02-05 16:38:00	2019-02-05 16:38:00	49	82	1	anthropometric	birth length	trait	25281659	2015
355	HEIG02	Extreme Height	http://www.broadinstitute.org/collaboration/giant/images/b/bd/GIANT_EXTREME_HEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.gz	NA	GIANT_EXTREME_HEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.gz	NA	NA	European	GIANT	FREE	GRCh37/hg19	no	EUR	binary	both	8097	8099	16196	2019-02-05 16:38:00	2019-02-05 16:38:00	29	96	1	anthropometric	height extreme	trait	23563607	2013
356	HEIG03	Height 2014	https://www.broadinstitute.org/collaboration/giant/images/0/01/GIANT_HEIGHT_Wood_et_al_2014_publicrelease_HapMapCeuFreq.txt.gz	NA	GIANT_HEIGHT_Wood_et_al_2014_publicrelease_HapMapCeuFreq.txt.gz	NA	NA	European	GIANT	FREE	GRCh37/hg19	no	EUR	continuous	both	NA	NA	253288	2019-02-05 16:38:00	2019-02-05 16:38:00	50	95	1	anthropometric	height	trait	25282103	2014
357	HEIG04F	Height female 2013	https://portals.broadinstitute.org/collaboration/giant/images/f/fe/GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN_N.txt	NA	GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN_N.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	female	NA	NA	73137	2019-02-05 16:38:00	2019-02-05 16:38:00	35	95	1	anthropometric	height	trait	23754948	2013
358	HEIG04M	Height male 2013	https://portals.broadinstitute.org/collaboration/giant/images/5/5c/GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN_N.txt	NA	GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN_N.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	male	NA	NA	60586	2019-02-05 16:38:00	2019-02-05 16:38:00	35	95	1	anthropometric	height	trait	23754948	2013
359	HEIG05	Sitting height ratio (SHR) Sitting/total height African American	https://personal.broadinstitute.org/rigel/prism/PUBLIC_RELEASE/SHR.INVNORMAL.AfricanAmericans.Stage1.RELEASE.ROUNDED.tbl.gz	NA	SHR.INVNORMAL.AfricanAmericans.Stage1.RELEASE.ROUNDED.tbl.gz	NA	NA	African American	NA	FREE	NA	no	AFR	continuous	both	NA	NA	3545	2019-02-05 16:38:00	2019-02-05 16:38:00	55	114	1	anthropometric	sitting height ratio	trait	25865494	2015
360	HEIG07	Sitting height ratio (SHR) Sitting/total height European	https://personal.broadinstitute.org/rigel/prism/PUBLIC_RELEASE/SHR.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz	NA	SHR.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	11943	2019-02-05 16:38:00	2019-02-05 16:38:00	55	114	1	anthropometric	sitting height ratio	trait	25865494	2015
361	HEIG07F	Sitting height ratio (SHR) Sitting/total height European female	https://personal.broadinstitute.org/rigel/prism/PUBLIC_RELEASE/SHR.MALES.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz	NA	SHR.FEMALES.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	female	NA	NA	6466	2019-02-05 16:38:00	2019-02-05 16:38:00	55	114	1	anthropometric	sitting height ratio	trait	25865494	2015
362	HEIG07M	Sitting height ratio (SHR) Sitting/total height European male	https://personal.broadinstitute.org/rigel/prism/PUBLIC_RELEASE/SHR.FEMALES.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz	NA	SHR.MALES.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	male	NA	NA	5477	2019-02-05 16:38:00	2019-02-05 16:38:00	55	114	1	anthropometric	sitting height ratio	trait	25865494	2015
692	HEIG08	Height (2018)	http://portals.broadinstitute.org/collaboration/giant/images/6/63/Meta-analysis_Wood_et_al%2BUKBiobank_2018.txt.gz		Meta-analysis_Wood_et_al+UKBiobank_2018.txt.gz				GIANT	FREE	NA	yes	EUR	continuous	both	NA	NA	693592	2019-10-10 16:06:12	2019-10-10 16:06:12	130	95	1	anthropometric	height	trait	30124842	2018
363	HIPC01	Hip circumference European	https://portals.broadinstitute.org/collaboration/giant/images/e/e4/GIANT_2015_HIP_COMBINED_EUR.txt.gz	NA	GIANT_2015_HIP_COMBINED_EUR.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	both	NA	NA	145308	2019-02-05 16:38:00	2019-02-05 16:38:00	53	97	1	anthropometric	hip circumference	trait	25673412	2015
364	HIPC01F	Hip circumference European female	https://portals.broadinstitute.org/collaboration/giant/images/3/3e/GIANT_2015_HIP_FEMALES_EUR.txt.gz	NA	GIANT_2015_HIP_FEMALES_EUR.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	female	NA	NA	88019	2019-02-05 16:38:00	2019-02-05 16:38:00	53	97	1	anthropometric	hip circumference	trait	25673412	2015
365	HIPC01M	Hip circumference European male	https://portals.broadinstitute.org/collaboration/giant/images/2/20/GIANT_2015_HIP_MALES_EUR.txt.gz	NA	GIANT_2015_HIP_MALES_EUR.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	male	NA	NA	57568	2019-02-05 16:38:00	2019-02-05 16:38:00	53	97	1	anthropometric	hip circumference	trait	25673412	2015
366	HIPC02	Hip circumference all ancestries	https://portals.broadinstitute.org/collaboration/giant/images/6/6f/GIANT_2015_HIP_COMBINED_AllAncestries.txt.gz	NA	GIANT_2015_HIP_COMBINED_AllAncestries.txt.gz	NA	NA	All ancestry	GIANT	FREE	NA	no	MIX	continuous	both	NA	NA	145414	2019-02-05 16:38:00	2019-02-05 16:38:00	53	97	1	anthropometric	hip circumference	trait	25673412	2015
367	HIPC02F	Hip circumference all ancestries female	https://portals.broadinstitute.org/collaboration/giant/images/6/63/GIANT_2015_HIP_FEMALES_AllAncestries.txt.gz	NA	GIANT_2015_HIP_FEMALES_AllAncestries.txt.gz	NA	NA	All ancestry	GIANT	FREE	NA	no	MIX	continuous	female	NA	NA	88035	2019-02-05 16:38:00	2019-02-05 16:38:00	53	97	1	anthropometric	hip circumference	trait	25673412	2015
368	HIPC02M	Hip circumference all ancestries male	https://portals.broadinstitute.org/collaboration/giant/images/9/9a/GIANT_2015_HIP_MALES_AllAncestries.txt.gz	NA	GIANT_2015_HIP_MALES_AllAncestries.txt.gz	NA	NA	All ancestry	GIANT	FREE	NA	no	MIX	continuous	male	NA	NA	57598	2019-02-05 16:38:00	2019-02-05 16:38:00	53	97	1	anthropometric	hip circumference	trait	25673412	2015
369	HIPC03	Hip circumference European BMI-adjusted	https://portals.broadinstitute.org/collaboration/giant/images/5/52/GIANT_2015_HIPadjBMI_COMBINED_EUR.txt.gz	NA	GIANT_2015_HIPadjBMI_COMBINED_EUR.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	both	NA	NA	143579	2019-02-05 16:38:00	2019-02-05 16:38:00	53	98	1	anthropometric	hip circumference adj. BMI	trait	25673412	2015
370	HIPC03F	Hip circumference European female BMI-adjusted	https://portals.broadinstitute.org/collaboration/giant/images/a/a4/GIANT_2015_HIPadjBMI_FEMALES_EUR.txt.gz	NA	GIANT_2015_HIPadjBMI_FEMALES_EUR.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	female	NA	NA	86792	2019-02-05 16:38:00	2019-02-05 16:38:00	53	98	1	anthropometric	hip circumference adj. BMI	trait	25673412	2015
371	HIPC03M	Hip circumference European male BMI-adjusted	https://portals.broadinstitute.org/collaboration/giant/images/5/5f/GIANT_2015_HIPadjBMI_MALES_EUR.txt.gz	NA	GIANT_2015_HIPadjBMI_MALES_EUR.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	male	NA	NA	56939	2019-02-05 16:38:00	2019-02-05 16:38:00	53	98	1	anthropometric	hip circumference adj. BMI	trait	25673412	2015
372	HIPC04	Hip circumference all ancestries BMI-adjusted	https://portals.broadinstitute.org/collaboration/giant/images/0/0e/GIANT_2015_HIPadjBMI_COMBINED_AllAncestries.txt.gz	NA	GIANT_2015_HIPadjBMI_COMBINED_AllAncestries.txt.gz	NA	NA	All ancestry	GIANT	FREE	NA	no	MIX	continuous	both	NA	NA	143575	2019-02-05 16:38:00	2019-02-05 16:38:00	53	98	1	anthropometric	hip circumference adj. BMI	trait	25673412	2015
373	HIPC04F	Hip circumference all ancestries female BMI-adjusted	https://portals.broadinstitute.org/collaboration/giant/images/4/47/GIANT_2015_HIPadjBMI_FEMALES_AllAncestries.txt.gz	NA	GIANT_2015_HIPadjBMI_FEMALES_AllAncestries.txt.gz	NA	NA	All ancestry	GIANT	FREE	NA	no	MIX	continuous	female	NA	NA	86647	2019-02-05 16:38:00	2019-02-05 16:38:00	53	98	1	anthropometric	hip circumference adj. BMI	trait	25673412	2015
374	HIPC04M	Hip circumference all ancestries male BMI-adjusted	https://portals.broadinstitute.org/collaboration/giant/images/d/dd/GIANT_2015_HIPadjBMI_MALES_AllAncestries.txt.gz	NA	GIANT_2015_HIPadjBMI_MALES_AllAncestries.txt.gz	NA	NA	All ancestry	GIANT	FREE	NA	no	MIX	continuous	male	NA	NA	56978	2019-02-05 16:38:00	2019-02-05 16:38:00	53	98	1	anthropometric	hip circumference adj. BMI	trait	25673412	2015
375	HIPP01	Subcortical brain regions: Hippocampus	http://enigma.ini.usc.edu/publications/enigma-2/data-agreement-for-enigma2-download/	NA	ENIGMA2_MeanHippocampus_Combined_GenomeControlled_Jan23.tbl.gz	NA	NA	European	ENIGMA 	ON DEMAND	GRCh37/hg19	no	EUR	continuous	both	NA	NA	13171	2019-02-05 16:38:00	2019-02-05 16:38:00	52	371	13	nervous system	brain vol. hippocampus	trait	25607358	2015
376	ICVO01	Subcortical brain regions: ICV	http://enigma.ini.usc.edu/publications/enigma-2/data-agreement-for-enigma2-download/	NA	ENIGMA2_ICV_Combined_GenomeControlled_Jan23.tbl.gz	NA	NA	European	ENIGMA 	ON DEMAND	GRCh37/hg19	no	EUR	continuous	both	NA	NA	13171	2019-02-05 16:38:00	2019-02-05 16:38:00	52	368	13	nervous system	brain vol. ICV	trait	25607358	2015
377	INCO01	Household income	http://www.psy.ed.ac.uk/ccace/downloads/Hill_CB_2016.zip	NA	Hill2016_UKB_Income_summary_results_21112016.txt.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	112151	2019-02-05 16:38:00	2019-02-05 16:38:00	95	170	7	mental and behavioural	household income	trait	27818178	2016
378	INCO02	Household income, one person per household	http://www.psy.ed.ac.uk/ccace/downloads/Hill_CB_2016.zip	NA	Hill2016_UKB_Income_summary_results_One_person_per_household_summary_results_21112016.txt.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	88183	2019-02-05 16:38:00	2019-02-05 16:38:00	95	170	7	mental and behavioural	household income	trait	27818178	2016
379	INCO03	Social deprivation, as measured using Townsend scores	http://www.psy.ed.ac.uk/ccace/downloads/Hill_CB_2016.zip	NA	Hill2016_UKB_Townsend_summary_results_08112016.txt.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	112151	2019-02-05 16:38:00	2019-02-05 16:38:00	95	192	7	mental and behavioural	social deprivation	trait	27818178	2016
380	INFB01	Inflammatory bowel diseases (ulcerative colitis + Crohn's disease)	ftp://ftp.sanger.ac.uk/pub/consortia/ibdgenetics/iibdgc-trans-ancestry-filtered-summary-stats.tgz	NA	EUR.IBD.gwas_info03_filtered.assoc.gz	NA	NA	European	IBDGC	FREE	GRCh37/hg19	no	EUR	binary	both	12882	21770	34652	2019-02-05 16:38:00	2019-02-05 16:38:00	60	65	2	autoimmune	inflammatory bowel diseases	disorder	26192919	2015
381	INFL01	Glycoprotein acetyls, mainly a1-acid glycoprotein (inflammation biomarker)	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_Gp.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19270	2019-02-05 16:38:00	2019-02-05 16:38:00	77	355	11	metabolism: other	glycoprotein acetyls	biomarker	27005778	2016
695	INFL02	CCL11			CCL11-Eotaxin.data.gz					FREE	NA	no	EUR	continuous	both	NA	NA	3522	2019-10-11 12:17:57	2019-10-11 12:17:57	149	411	3	blood	CCL11	biomarker	27989323	2017
